stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids
AJ755,"[11552, 20499, 10400]","[0.0005, 0.6, 0.001]","['pg', 'dep', 'pg']","[67, 136, 12]","[0, 1, 0]","[[0.0005, 0.6, 0.001], [0, 1, 0]]","[12, 32, 1]"
AJ809,"[177, 31260, 6560, 61527, 14286]","[0.1, 0.001, 0.5, 0.1, 0.005]","['pg', 'pg', 'pg', 'pg', 'pg']","[124, 170, 324, 265, 101]","[0, 0, 0, 0, 0]","[[0.1, 0.001, 0.5, 0.1, 0.005], [0, 0, 0, 0, 0]]","[29, 42, 82, 67, 24]"
AJ840,"[8051, 522674, 6544, 31252, 7966, 240, 8452, 11176, 5363388, 7244]","[0.0005, 1e-06, 1.0, 0.2, 0.2, 0.1, 0.01, 0.08, 0.005, 1.0]","['paraffin oil', 'dep', 'nt', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'nt']","[472, 225, 316, 167, 447, 152, 498, 56, 246, 363]","[3, 1, 2, 0, 4, 0, 0, 0, 0, 2]","[[0.0005, 1e-06, 1.0, 0.2, 0.2, 0.1, 0.01, 0.08, 0.005, 1.0], [3, 1, 2, 0, 4, 0, 0, 0, 0, 2]]","[124, 54, 80, 41, 118, 37, 134, 8, 63, 95]"
AJ862,"[8454, 10400, 8051]","[0.005, 0.2, 0.01]","['pg', 'pg', 'paraffin oil']","[501, 21, 465]","[0, 0, 3]","[[0.005, 0.2, 0.01], [0, 0, 3]]","[135, 1, 124]"
AJ915,"[31260, 8375, 14286, 18635, 62465]","[0.08, 0.5, 0.0001, 0.0005, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg']","[171, 496, 110, 128, 284]","[0, 0, 0, 0, 0]","[[0.08, 0.5, 0.0001, 0.0005, 0.001], [0, 0, 0, 0, 0]]","[42, 133, 24, 30, 74]"
AJ968,"[8785, 8454, 7966]","[0.2, 0.005, 0.004]","['pg', 'pg', 'mineral oil']","[510, 501, 445]","[0, 0, 4]","[[0.2, 0.005, 0.004], [0, 0, 4]]","[136, 135, 118]"
AJ977,"[7146, 6544, 8130, 7966, 8118, 7363, 8452, 11176, 7244, 6276]","[0.6, 0.02, 0.005, 0.2, 0.001, 0.0005, 0.1, 0.08, 0.5, 0.01]","['dep', 'pg', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[348, 315, 486, 447, 481, 379, 499, 56, 362, 288]","[1, 0, 0, 4, 0, 0, 0, 0, 0, 0]","[[0.6, 0.02, 0.005, 0.2, 0.001, 0.0005, 0.1, 0.08, 0.5, 0.01], [1, 0, 0, 4, 0, 0, 0, 0, 0, 0]]","[91, 80, 130, 118, 128, 99, 134, 8, 95, 75]"
AJ986,"[6560, 7765, 14286, 23642, 62465]","[1.0, 0.008, 0.0001, 0.08, 0.2]","['nt', 'pg', 'pg', 'dep', 'pg']","[325, 412, 110, 146, 287]","[2, 0, 0, 1, 0]","[[1.0, 0.008, 0.0001, 0.08, 0.2], [2, 0, 0, 1, 0]]","[82, 107, 24, 36, 74]"
AJ990,"[8051, 7146, 31252, 8130, 20499, 8118, 7363, 240, 5363388, 7244]","[0.3, 0.1, 0.05, 0.005, 0.6, 0.0001, 5e-05, 0.001, 0.005, 0.001]","['paraffin oil', 'dep', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg']","[469, 347, 164, 486, 136, 483, 380, 148, 246, 361]","[3, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[[0.3, 0.1, 0.05, 0.005, 0.6, 0.0001, 5e-05, 0.001, 0.005, 0.001], [3, 1, 0, 0, 1, 0, 0, 0, 0, 0]]","[124, 91, 41, 130, 32, 128, 99, 37, 63, 95]"
AJ995,"[637511, 522674, 31252, 61641, 7363, 10430, 240, 11176, 5363388, 7244]","[0.01, 1e-06, 0.05, 0.001, 0.0005, 0.1, 0.4, 0.001, 5e-05, 0.5]","['dep', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[293, 225, 164, 267, 379, 24, 153, 55, 248, 362]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.01, 1e-06, 0.05, 0.001, 0.0005, 0.1, 0.4, 0.001, 5e-05, 0.5], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]]","[76, 54, 41, 68, 99, 2, 37, 8, 63, 95]"
AK010,"[11552, 11747, 18840, 443162, 6276, 7363, 7792, 8118, 638011, 8892]","[0.0005, 0.0001, 0.005, 1.0, 0.01, 1e-05, 0.007, 0.0001, 1.0, 0.2]","['pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg']","[67, 70, 130, 218, 288, 374, 416, 483, 306, 523]","[0, 0, 0, 2, 0, 0, 0, 0, 2, 0]","[[0.0005, 0.0001, 0.005, 1.0, 0.01, 1e-05, 0.007, 0.0001, 1.0, 0.2], [0, 0, 0, 2, 0, 0, 0, 0, 2, 0]]","[12, 14, 31, 51, 75, 99, 109, 128, 78, 138]"
AK033,"[11747, 22201, 443162, 5281168, 5318042, 6736, 7342, 7792, 8118, 638011]","[0.0001, 0.002, 1.0, 0.001, 0.005, 0.01, 0.03, 1.0, 0.01, 1.0]","['pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'nt']","[70, 141, 218, 230, 241, 329, 365, 417, 482, 306]","[0, 0, 2, 0, 0, 0, 0, 2, 0, 2]","[[0.0001, 0.002, 1.0, 0.001, 0.005, 0.01, 0.03, 1.0, 0.01, 1.0], [0, 0, 2, 0, 0, 0, 0, 2, 0, 2]]","[14, 34, 51, 56, 59, 84, 97, 109, 128, 78]"
AK052,"[11747, 18840, 5281168, 6276, 6560, 6736, 7342, 7792, 7966, 7762]","[0.1, 0.005, 0.001, 0.3, 0.01, 5e-05, 0.03, 0.007, 0.2, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[71, 130, 230, 291, 323, 327, 365, 416, 448, 401]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.1, 0.005, 0.001, 0.3, 0.01, 5e-05, 0.03, 0.007, 0.2, 0.001], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[14, 31, 56, 75, 82, 84, 97, 109, 118, 106]"
AK103,"[7762, 326, 8144, 325, 5281168]","[0.1, 0.0005, 1.0, 0.1, 0.3]","['pg', 'pg', 'nt', 'pg', 'pg']","[408, 196, 490, 183, 232]","[0, 0, 2, 0, 0]","[[0.1, 0.0005, 1.0, 0.1, 0.3], [0, 0, 2, 0, 0]]","[106, 47, 131, 45, 56]"
AK113,"[11552, 11747, 18840, 5318042, 638011, 6560, 6736, 7363, 7792, 8892]","[0.1, 0.1, 0.005, 0.15, 1.0, 1.0, 0.02, 5e-05, 0.007, 0.007]","['pg', 'pg', 'pg', 'pg', 'nt', 'nt', 'pg', 'pg', 'pg', 'pg']","[66, 71, 130, 242, 306, 325, 330, 375, 416, 519]","[0, 0, 0, 0, 2, 2, 0, 0, 0, 0]","[[0.1, 0.1, 0.005, 0.15, 1.0, 1.0, 0.02, 5e-05, 0.007, 0.007], [0, 0, 0, 0, 2, 2, 0, 0, 0, 0]]","[12, 14, 31, 59, 78, 82, 84, 99, 109, 138]"
AK118,"[11747, 6276, 638011, 6560, 6736, 7363, 7966, 8048, 8118, 8892]","[0.0001, 0.3, 0.005, 0.01, 5e-05, 5e-05, 0.2, 0.005, 0.01, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[70, 291, 305, 323, 327, 375, 448, 461, 482, 523]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.0001, 0.3, 0.005, 0.01, 5e-05, 5e-05, 0.2, 0.005, 0.01, 0.2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[14, 75, 78, 82, 84, 99, 118, 123, 128, 138]"
AK135,"[11552, 11747, 18840, 22201, 443162, 7342, 7363, 7792, 8048, 7762]","[0.1, 0.0001, 0.005, 0.002, 1.0, 0.03, 0.003, 1.0, 0.005, 0.001]","['pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'nt', 'pg', 'pg']","[66, 70, 130, 141, 218, 365, 376, 417, 461, 401]","[0, 0, 0, 0, 2, 0, 0, 2, 0, 0]","[[0.1, 0.0001, 0.005, 0.002, 1.0, 0.03, 0.003, 1.0, 0.005, 0.001], [0, 0, 0, 0, 2, 0, 0, 2, 0, 0]]","[12, 14, 31, 34, 51, 97, 99, 109, 123, 106]"
AK308,"[7363, 325, 61809, 7762, 7916]","[0.003, 0.1, 0.0005, 0.001, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[376, 183, 270, 401, 435]","[0, 0, 0, 0, 2]","[[0.003, 0.1, 0.0005, 0.001, 1.0], [0, 0, 0, 0, 2]]","[99, 45, 69, 106, 115]"
AK344,"[10400, 7916, 5281168, 61809, 75634]","[0.001, 1.0, 0.001, 0.0005, 0.2]","['pg', 'nt', 'pg', 'pg', 'pg']","[12, 435, 230, 270, 385]","[0, 2, 0, 0, 0]","[[0.001, 1.0, 0.001, 0.0005, 0.2], [0, 2, 0, 0, 0]]","[1, 115, 56, 69, 101]"
AK361,"[11747, 22201, 443162, 325, 6560, 6736, 7342, 7792, 8048, 8118]","[0.1, 0.002, 1.0, 0.001, 0.01, 0.01, 0.03, 1.0, 1.0, 0.01]","['pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'nt', 'nt', 'pg']","[71, 141, 218, 182, 323, 329, 365, 417, 462, 482]","[0, 0, 2, 0, 0, 0, 0, 2, 2, 0]","[[0.1, 0.002, 1.0, 0.001, 0.01, 0.01, 0.03, 1.0, 1.0, 0.01], [0, 0, 2, 0, 0, 0, 0, 2, 2, 0]]","[14, 34, 51, 45, 82, 84, 97, 109, 123, 128]"
AK366,"[11552, 11747, 22201, 443162, 5281168, 5318042, 638011, 6560, 8892, 7966]","[0.1, 0.1, 0.002, 1.0, 0.3, 0.15, 0.005, 0.01, 0.007, 0.2]","['pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[66, 71, 141, 218, 232, 242, 305, 323, 519, 448]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[[0.1, 0.1, 0.002, 1.0, 0.3, 0.15, 0.005, 0.01, 0.007, 0.2], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0]]","[12, 14, 34, 51, 56, 59, 78, 82, 138, 118]"
AK418,"[10882, 8144, 326, 75634, 7916]","[0.0001, 1.0, 0.1, 0.2, 1.0]","['pg', 'nt', 'pg', 'pg', 'nt']","[28, 490, 193, 385, 435]","[0, 2, 0, 0, 2]","[[0.0001, 1.0, 0.1, 0.2, 1.0], [0, 2, 0, 0, 2]]","[4, 131, 47, 101, 115]"
AK432,"[11552, 443162, 5281168, 5318042, 638011, 7342, 18840, 8118, 7762, 8892]","[0.0005, 1.0, 0.001, 0.005, 1.0, 0.03, 0.005, 0.01, 0.001, 0.2]","['pg', 'nt', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'pg']","[62, 218, 230, 241, 306, 365, 130, 482, 401, 523]","[0, 2, 0, 0, 2, 0, 0, 0, 0, 0]","[[0.0005, 1.0, 0.001, 0.005, 1.0, 0.03, 0.005, 0.01, 0.001, 0.2], [0, 2, 0, 0, 2, 0, 0, 0, 0, 0]]","[12, 51, 56, 59, 78, 97, 31, 128, 106, 138]"
AK436,"[18840, 22201, 325, 638011, 7342, 7363, 7792, 7966, 8048, 8118]","[0.005, 0.002, 0.001, 1.0, 0.03, 0.003, 0.007, 0.2, 1.0, 0.0001]","['pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg']","[130, 141, 182, 306, 365, 376, 416, 448, 462, 479]","[0, 0, 0, 2, 0, 0, 0, 0, 2, 0]","[[0.005, 0.002, 0.001, 1.0, 0.03, 0.003, 0.007, 0.2, 1.0, 0.0001], [0, 0, 0, 2, 0, 0, 0, 0, 2, 0]]","[31, 34, 45, 78, 97, 99, 109, 118, 123, 128]"
AK455,"[7916, 325, 5281168, 61325, 7969]","[1.0, 0.1, 0.3, 0.2, 1e-06]","['nt', 'pg', 'pg', 'pg', 'pg']","[435, 183, 232, 263, 449]","[2, 0, 0, 0, 0]","[[1.0, 0.1, 0.3, 0.2, 1e-06], [2, 0, 0, 0, 0]]","[115, 45, 56, 66, 119]"
AK477,"[10400, 7762, 325, 75634, 8144]","[0.2, 0.1, 0.1, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[21, 408, 183, 385, 490]","[0, 0, 0, 0, 2]","[[0.2, 0.1, 0.1, 0.2, 1.0], [0, 0, 0, 0, 2]]","[1, 106, 45, 101, 131]"
AK488,"[7363, 18635, 10400, 8144, 7762]","[0.003, 0.01, 0.2, 1.0, 0.001]","['pg', 'pg', 'pg', 'nt', 'pg']","[376, 127, 21, 490, 401]","[0, 0, 0, 2, 0]","[[0.003, 0.01, 0.2, 1.0, 0.001], [0, 0, 0, 2, 0]]","[99, 30, 1, 131, 106]"
AK494,"[10313079, 10400, 325, 643731, 7916]","[0.2, 0.001, 0.1, 0.01, 0.1]","['pg', 'pg', 'pg', 'pg', 'pg']","[11, 12, 183, 312, 434]","[0, 0, 0, 0, 0]","[[0.2, 0.001, 0.1, 0.01, 0.1], [0, 0, 0, 0, 0]]","[0, 1, 45, 79, 115]"
AK497,"[11552, 22201, 5281168, 5318042, 6276, 638011, 6736, 7342, 8892, 7966]","[0.1, 0.002, 0.3, 0.15, 0.05, 0.005, 0.02, 0.03, 0.007, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[66, 141, 232, 242, 289, 305, 330, 365, 519, 448]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.1, 0.002, 0.3, 0.15, 0.05, 0.005, 0.02, 0.03, 0.007, 0.2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[12, 34, 56, 59, 75, 78, 84, 97, 138, 118]"
AK502,"[11747, 18840, 5281168, 5318042, 638011, 6560, 7342, 8048, 8118, 7916]","[0.0001, 0.005, 0.3, 0.15, 1.0, 0.01, 0.03, 1.0, 0.0001, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'nt', 'pg', 'nt']","[70, 130, 232, 242, 306, 323, 365, 462, 479, 435]","[0, 0, 0, 0, 2, 0, 0, 2, 0, 2]","[[0.0001, 0.005, 0.3, 0.15, 1.0, 0.01, 0.03, 1.0, 0.0001, 1.0], [0, 0, 0, 0, 2, 0, 0, 2, 0, 2]]","[14, 31, 56, 59, 78, 82, 97, 123, 128, 115]"
AK530,"[10313079, 10400, 8144, 61809, 643731]","[0.2, 0.2, 1.0, 0.05, 1e-05]","['pg', 'pg', 'nt', 'pg', 'pg']","[11, 21, 490, 271, 311]","[0, 0, 2, 0, 0]","[[0.2, 0.2, 1.0, 0.05, 1e-05], [0, 0, 2, 0, 0]]","[0, 1, 131, 69, 79]"
AK531,"[10882, 18635, 7916, 326, 8144]","[0.01, 0.01, 1.0, 0.3, 1.0]","['pg', 'pg', 'nt', 'pg', 'nt']","[34, 127, 435, 195, 490]","[0, 0, 2, 0, 2]","[[0.01, 0.01, 1.0, 0.3, 1.0], [0, 0, 2, 0, 2]]","[4, 30, 115, 47, 131]"
AK571,"[10313079, 10400, 18635, 27458, 5281168]","[0.2, 0.001, 0.01, 0.3, 0.3]","['pg', 'pg', 'pg', 'pg', 'pg']","[11, 12, 127, 157, 232]","[0, 0, 0, 0, 0]","[[0.2, 0.001, 0.01, 0.3, 0.3], [0, 0, 0, 0, 0]]","[0, 1, 30, 39, 56]"
AK574,"[5281168, 643731, 7762, 326, 7916]","[0.3, 0.01, 0.001, 0.1, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[232, 312, 401, 193, 435]","[0, 0, 0, 0, 2]","[[0.3, 0.01, 0.001, 0.1, 1.0], [0, 0, 0, 0, 2]]","[56, 79, 106, 47, 115]"
AK602,"[11552, 11747, 22201, 443162, 5281168, 6276, 6736, 7363, 7792, 7966]","[0.0005, 0.0001, 0.002, 1.0, 0.3, 0.05, 5e-05, 0.003, 0.007, 0.2]","['pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[62, 70, 141, 218, 232, 289, 327, 376, 416, 448]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[[0.0005, 0.0001, 0.002, 1.0, 0.3, 0.05, 5e-05, 0.003, 0.007, 0.2], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0]]","[12, 14, 34, 51, 56, 75, 84, 99, 109, 118]"
AK697,"[11747, 18840, 6276, 638011, 6560, 7342, 7792, 8892, 8118, 7916]","[0.0001, 0.005, 0.5, 1.0, 0.01, 0.03, 1.0, 0.007, 0.0001, 1.0]","['pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'nt', 'pg', 'pg', 'nt']","[70, 130, 292, 306, 323, 365, 417, 519, 479, 435]","[0, 0, 0, 2, 0, 0, 2, 0, 0, 2]","[[0.0001, 0.005, 0.5, 1.0, 0.01, 0.03, 1.0, 0.007, 0.0001, 1.0], [0, 0, 0, 2, 0, 0, 2, 0, 0, 2]]","[14, 31, 75, 78, 82, 97, 109, 138, 128, 115]"
AK716,"[12748, 326, 5281168, 61325, 7916]","[0.0001, 0.3, 0.001, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[93, 195, 230, 263, 435]","[0, 0, 0, 0, 2]","[[0.0001, 0.3, 0.001, 0.2, 1.0], [0, 0, 0, 0, 2]]","[20, 47, 56, 66, 115]"
AK717,"[7762, 27458, 325, 61325, 643731]","[0.1, 0.0005, 0.1, 0.002, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg']","[408, 156, 183, 262, 312]","[0, 0, 0, 0, 0]","[[0.1, 0.0005, 0.1, 0.002, 0.01], [0, 0, 0, 0, 0]]","[106, 39, 45, 66, 79]"
AK719,"[10882, 18635, 326, 75634, 7916]","[0.0001, 5e-06, 0.0005, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[28, 125, 186, 385, 435]","[0, 0, 0, 0, 2]","[[0.0001, 5e-06, 0.0005, 0.2, 1.0], [0, 0, 0, 0, 2]]","[4, 30, 47, 101, 115]"
AK723,"[11747, 18840, 5281168, 5318042, 6560, 7342, 7966, 8048, 8118, 8892]","[0.1, 0.005, 0.3, 0.15, 0.01, 0.03, 0.2, 0.005, 0.01, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[71, 130, 232, 242, 323, 365, 448, 461, 482, 523]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.1, 0.005, 0.3, 0.15, 0.01, 0.03, 0.2, 0.005, 0.01, 0.2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[14, 31, 56, 59, 82, 97, 118, 123, 128, 138]"
AK727,"[10882, 7363, 10400, 61325, 7762]","[0.01, 0.003, 0.2, 0.2, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg']","[34, 376, 21, 263, 401]","[0, 0, 0, 0, 0]","[[0.01, 0.003, 0.2, 0.2, 0.001], [0, 0, 0, 0, 0]]","[4, 99, 1, 66, 106]"
AK739,"[325, 61325, 75634, 7762, 7916]","[0.1, 0.002, 0.2, 0.001, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[183, 262, 385, 401, 435]","[0, 0, 0, 0, 2]","[[0.1, 0.002, 0.2, 0.001, 1.0], [0, 0, 0, 0, 2]]","[45, 66, 101, 106, 115]"
AK788,"[12748, 7762, 325, 326, 5281168]","[0.0001, 0.1, 0.1, 0.01, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg']","[93, 408, 183, 189, 230]","[0, 0, 0, 0, 0]","[[0.0001, 0.1, 0.1, 0.01, 0.001], [0, 0, 0, 0, 0]]","[20, 106, 45, 47, 56]"
AK814,"[5281168, 6276, 6736, 7342, 7792, 18840, 7966, 8048, 7762, 8892]","[0.3, 0.5, 5e-05, 0.03, 1.0, 0.005, 0.2, 0.005, 0.001, 0.007]","['pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'pg']","[232, 292, 327, 365, 417, 130, 448, 461, 401, 519]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[[0.3, 0.5, 5e-05, 0.03, 1.0, 0.005, 0.2, 0.005, 0.001, 0.007], [0, 0, 0, 0, 2, 0, 0, 0, 0, 0]]","[56, 75, 84, 97, 109, 31, 118, 123, 106, 138]"
AK851,"[11552, 11747, 22201, 443162, 5318042, 6276, 638011, 6736, 7342, 8892]","[0.0005, 0.0001, 0.002, 1.0, 0.005, 0.3, 1.0, 0.02, 0.03, 0.2]","['pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg']","[67, 72, 141, 218, 241, 291, 306, 330, 365, 523]","[0, 0, 0, 2, 0, 0, 2, 0, 0, 0]","[[0.0005, 0.0001, 0.002, 1.0, 0.005, 0.3, 1.0, 0.02, 0.03, 0.2], [0, 0, 0, 2, 0, 0, 2, 0, 0, 0]]","[12, 14, 34, 51, 59, 75, 78, 84, 97, 138]"
AK852,"[11747, 22201, 5318042, 6276, 638011, 6560, 7792, 8048, 8118, 7916]","[0.0001, 0.002, 0.15, 0.5, 1.0, 0.01, 0.007, 0.005, 0.0001, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg', 'nt']","[72, 141, 242, 292, 306, 323, 416, 461, 483, 435]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 2]","[[0.0001, 0.002, 0.15, 0.5, 1.0, 0.01, 0.007, 0.005, 0.0001, 1.0], [0, 0, 0, 0, 2, 0, 0, 0, 0, 2]]","[14, 34, 59, 75, 78, 82, 109, 123, 128, 115]"
AK864,"[326, 27458, 61325, 75634, 8144]","[0.0005, 0.3, 0.2, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[196, 157, 263, 385, 490]","[0, 0, 0, 0, 2]","[[0.0005, 0.3, 0.2, 0.2, 1.0], [0, 0, 0, 0, 2]]","[47, 39, 66, 101, 131]"
AK893,"[7762, 18635, 5281168, 61325, 8144]","[0.1, 5e-06, 0.3, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[408, 129, 232, 263, 490]","[0, 0, 0, 0, 2]","[[0.1, 5e-06, 0.3, 0.2, 1.0], [0, 0, 0, 0, 2]]","[106, 30, 56, 66, 131]"
AK895,"[11552, 18840, 22201, 5281168, 6276, 638011, 6736, 7363, 8892, 7916]","[0.0005, 0.005, 0.002, 0.3, 0.01, 1.0, 0.001, 1e-05, 0.007, 1.0]","['pg', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'nt']","[67, 130, 141, 232, 288, 306, 328, 378, 519, 435]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 2]","[[0.0005, 0.005, 0.002, 0.3, 0.01, 1.0, 0.001, 1e-05, 0.007, 1.0], [0, 0, 0, 0, 0, 2, 0, 0, 0, 2]]","[12, 31, 34, 56, 75, 78, 84, 99, 138, 115]"
AK907,"[10313079, 10400, 7916, 5281168, 61809]","[0.2, 0.001, 1.0, 0.3, 0.0005]","['pg', 'pg', 'nt', 'pg', 'pg']","[11, 12, 435, 232, 272]","[0, 0, 2, 0, 0]","[[0.2, 0.001, 1.0, 0.3, 0.0005], [0, 0, 2, 0, 0]]","[0, 1, 115, 56, 69]"
AK942,"[10313079, 7762, 643731, 75634, 7916]","[0.2, 0.1, 0.01, 0.2, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[11, 408, 312, 385, 435]","[0, 0, 0, 0, 2]","[[0.2, 0.1, 0.01, 0.2, 1.0], [0, 0, 0, 0, 2]]","[0, 106, 79, 101, 115]"
AK971,"[11552, 18840, 5281168, 5318042, 6736, 7342, 7792, 7966, 8048, 8892]","[0.1, 0.005, 0.001, 0.005, 0.01, 0.03, 0.007, 0.2, 0.005, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[66, 130, 230, 241, 329, 365, 416, 448, 461, 523]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.1, 0.005, 0.001, 0.005, 0.01, 0.03, 0.007, 0.2, 0.005, 0.2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[12, 31, 56, 59, 84, 97, 109, 118, 123, 138]"
AK975,"[10313079, 10882, 12748, 10400, 61325]","[0.2, 0.01, 0.01, 0.2, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg']","[11, 34, 94, 21, 263]","[0, 0, 0, 0, 0]","[[0.2, 0.01, 0.01, 0.2, 0.2], [0, 0, 0, 0, 0]]","[0, 4, 20, 1, 66]"
AK977,"[61325, 10400, 326, 75634, 7969]","[0.2, 0.2, 0.0005, 0.2, 1e-06]","['pg', 'pg', 'pg', 'pg', 'pg']","[263, 21, 196, 385, 451]","[0, 0, 0, 0, 0]","[[0.2, 0.2, 0.0005, 0.2, 1e-06], [0, 0, 0, 0, 0]]","[66, 1, 47, 101, 119]"
AK983,"[12748, 7762, 61325, 643731, 75634]","[0.0001, 0.1, 0.002, 0.01, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg']","[93, 408, 262, 310, 385]","[0, 0, 0, 0, 0]","[[0.0001, 0.1, 0.002, 0.01, 0.2], [0, 0, 0, 0, 0]]","[20, 106, 66, 79, 101]"
AL047,"[32594, 8129, 8060, 8118, 8130]","[0.2, 0.004, 0.005, 0.01, 0.001]","['pg', 'mineral oil', 'pg', 'pg', 'pg']","[185, 484, 474, 482, 485]","[0, 4, 0, 0, 0]","[[0.2, 0.004, 0.005, 0.01, 0.001], [0, 4, 0, 0, 0]]","[46, 129, 125, 128, 130]"
AL090,"[31252, 326, 8130, 8892, 92844]","[0.2, 0.01, 0.001, 0.2, 0.2]","['mineral oil', 'pg', 'pg', 'pg', 'pg']","[166, 189, 485, 523, 528]","[4, 0, 0, 0, 0]","[[0.2, 0.01, 0.001, 0.2, 0.2], [4, 0, 0, 0, 0]]","[41, 47, 130, 138, 141]"
AL100,"[11781, 5281167, 92844, 8034, 8892]","[0.05, 0.08, 0.2, 0.001, 0.2]","['dep', 'pg', 'pg', 'pg', 'pg']","[73, 226, 528, 460, 523]","[1, 0, 0, 0, 0]","[[0.05, 0.08, 0.2, 0.001, 0.2], [1, 0, 0, 0, 0]]","[15, 55, 141, 122, 138]"
AL112,"[31252, 326, 5281167, 6561, 8130]","[0.2, 0.01, 0.08, 0.1, 0.001]","['mineral oil', 'pg', 'pg', 'pg', 'pg']","[166, 189, 226, 326, 485]","[4, 0, 0, 0, 0]","[[0.2, 0.01, 0.08, 0.1, 0.001], [4, 0, 0, 0, 0]]","[41, 47, 55, 83, 130]"
