stimulus,CID,dilution,solvent,components,solvent_onehot,cmp_ids,dilution_weakness,dilution_info
AO579,"[114533, 62444, 15651, 14057, 10400]","[0.1, 0.001, 1.0, 0.01, 0.03]","['pg', 'pg', 'nt', 'pg', 'paraffin oil']","[61, 282, 120, 98, 16]","[0, 0, 2, 0, 3]","[11, 73, 27, 23, 1]","[1.0, 1.0, 1.0, 1.0, 0.14572864321608037]","[[0.1, 0.001, 1.0, 0.01, 0.03], [0, 0, 2, 0, 3], [1.0, 1.0, 1.0, 1.0, 0.14572864321608037]]"
AO596,"[7921, 6549, 114533, 10886, 7335]","[1.0, 0.1, 0.1, 0.2, 0.1]","['nt', 'pg', 'pg', 'dep', 'pg']","[441, 321, 61, 38, 364]","[2, 0, 0, 1, 0]","[116, 81, 11, 5, 96]","[1.0, 0.6648344282075345, 1.0, 1.0, 1.0]","[[1.0, 0.1, 0.1, 0.2, 0.1], [2, 0, 0, 1, 0], [1.0, 0.6648344282075345, 1.0, 1.0, 1.0]]"
AO615,"[7921, 460, 15037, 7793, 61918]","[1.0, 0.1, 0.01, 0.01, 0.05]","['nt', 'pg', 'dep', 'dep', 'pg']","[441, 220, 116, 419, 279]","[2, 0, 1, 1, 0]","[116, 52, 26, 110, 71]","[1.0, 0.09090909090909093, 0.0, 0.01408450704225352, 0.23076923076923078]","[[1.0, 0.1, 0.01, 0.01, 0.05], [2, 0, 1, 1, 0], [1.0, 0.09090909090909093, 0.0, 0.01408450704225352, 0.23076923076923078]]"
AO665,"[16590, 11702, 11251, 8892, 7749]","[0.001, 0.1, 0.01, 0.04, 0.01]","['pg', 'pg', 'pg', 'pg', 'dep']","[121, 69, 59, 520, 398]","[0, 0, 0, 0, 1]","[28, 13, 9, 138, 105]","[1.0, 1.0, 1.0, 0.03323262839879154, 0.17808219178082196]","[[0.001, 0.1, 0.01, 0.04, 0.01], [0, 0, 0, 0, 1], [1.0, 1.0, 1.0, 0.03323262839879154, 0.17808219178082196]]"
AO684,"[18635, 439570, 2758778, 7793, 12367]","[0.001, 0.1, 0.01, 0.01, 0.1]","['pg', 'pg', 'pg', 'dep', 'dep']","[126, 213, 159, 419, 88]","[0, 0, 0, 1, 1]","[30, 50, 40, 110, 19]","[0.09954977488744372, 0.1596638655462185, 1.0, 0.01408450704225352, 0.46666666666666673]","[[0.001, 0.1, 0.01, 0.01, 0.1], [0, 0, 0, 1, 1], [0.09954977488744372, 0.1596638655462185, 1.0, 0.01408450704225352, 0.46666666666666673]]"
AO697,"[7921, 62444, 460, 12206, 9261, 21427952, 5365027, 10882, 15037, 7749]","[1.0, 0.001, 0.1, 0.001, 0.1, 0.001, 0.01, 0.001, 0.01, 0.01]","['nt', 'pg', 'pg', 'pg', 'pg', 'pg', 'paraffin oil', 'paraffin oil', 'dep', 'dep']","[441, 282, 220, 83, 527, 138, 253, 31, 116, 398]","[2, 0, 0, 0, 0, 0, 3, 3, 1, 1]","[116, 73, 52, 17, 140, 33, 64, 4, 26, 105]","[1.0, 1.0, 0.09090909090909093, 1.0, 1.0, 1.0, 0.03010033444816054, 0.030100334448160536, 0.0, 0.17808219178082196]","[[1.0, 0.001, 0.1, 0.001, 0.1, 0.001, 0.01, 0.001, 0.01, 0.01], [2, 0, 0, 0, 0, 0, 3, 3, 1, 1], [1.0, 1.0, 0.09090909090909093, 1.0, 1.0, 1.0, 0.03010033444816054, 0.030100334448160536, 0.0, 0.17808219178082196]]"
AO718,"[16590, 7921, 114533, 31265, 460, 10886, 9589, 11251, 7749, 7793]","[0.001, 1.0, 0.1, 0.01, 0.1, 0.2, 0.2, 0.01, 0.01, 0.01]","['pg', 'nt', 'pg', 'dep', 'pg', 'dep', 'pg', 'pg', 'dep', 'dep']","[121, 441, 61, 175, 220, 38, 530, 59, 398, 419]","[0, 2, 0, 1, 0, 1, 0, 0, 1, 1]","[28, 116, 11, 43, 52, 5, 143, 9, 105, 110]","[1.0, 1.0, 1.0, 0.09909909909909911, 0.09090909090909093, 1.0, 1.0, 1.0, 0.17808219178082196, 0.01408450704225352]","[[0.001, 1.0, 0.1, 0.01, 0.1, 0.2, 0.2, 0.01, 0.01, 0.01], [0, 2, 0, 1, 0, 1, 0, 0, 1, 1], [1.0, 1.0, 1.0, 0.09909909909909911, 0.09090909090909093, 1.0, 1.0, 1.0, 0.17808219178082196, 0.01408450704225352]]"
AO742,"[16590, 439570, 460, 79104, 21427952]","[0.001, 0.1, 0.1, 0.3, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg']","[121, 213, 220, 433, 138]","[0, 0, 0, 0, 0]","[28, 50, 52, 114, 33]","[1.0, 0.1596638655462185, 0.09090909090909093, 1.0, 1.0]","[[0.001, 0.1, 0.1, 0.3, 0.001], [0, 0, 0, 0, 0], [1.0, 0.1596638655462185, 0.09090909090909093, 1.0, 1.0]]"
AO762,"[7921, 460, 79104, 9261, 7793]","[1.0, 0.1, 0.3, 0.1, 0.01]","['nt', 'pg', 'pg', 'pg', 'dep']","[441, 220, 433, 527, 419]","[2, 0, 0, 0, 1]","[116, 52, 114, 140, 110]","[1.0, 0.09090909090909093, 1.0, 1.0, 0.01408450704225352]","[[1.0, 0.1, 0.3, 0.1, 0.01], [2, 0, 0, 0, 1], [1.0, 0.09090909090909093, 1.0, 1.0, 0.01408450704225352]]"
AO849,"[12813, 460, 21427952, 10400, 14514]","[1.0, 0.1, 0.001, 0.03, 0.1]","['nt', 'pg', 'pg', 'paraffin oil', 'pg']","[97, 220, 138, 16, 114]","[2, 0, 0, 3, 0]","[22, 52, 33, 1, 25]","[1.0, 0.09090909090909093, 1.0, 0.14572864321608037, 0.2184010719071014]","[[1.0, 0.1, 0.001, 0.03, 0.1], [2, 0, 0, 3, 0], [1.0, 0.09090909090909093, 1.0, 0.14572864321608037, 0.2184010719071014]]"
AO865,"[7921, 6549, 83623, 460, 11702, 9261, 7770, 10890, 14514, 7654]","[1.0, 0.1, 0.001, 0.1, 0.1, 0.1, 0.001, 0.05, 0.1, 0.1]","['nt', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'paraffin oil', 'pg', 'dep']","[441, 321, 493, 220, 69, 527, 415, 45, 114, 391]","[2, 0, 0, 0, 0, 0, 0, 3, 0, 1]","[116, 81, 132, 52, 13, 140, 108, 6, 25, 104]","[1.0, 0.6648344282075345, 1.0, 0.09090909090909093, 1.0, 1.0, 1.0, 0.07964601769911506, 0.2184010719071014, 0.11616161616161615]","[[1.0, 0.1, 0.001, 0.1, 0.1, 0.1, 0.001, 0.05, 0.1, 0.1], [2, 0, 0, 0, 0, 0, 0, 3, 0, 1], [1.0, 0.6648344282075345, 1.0, 0.09090909090909093, 1.0, 1.0, 1.0, 0.07964601769911506, 0.2184010719071014, 0.11616161616161615]]"
AO870,"[16590, 7921, 114533, 31265, 18635, 11251, 7749, 7793, 7150, 8785]","[0.001, 1.0, 0.1, 0.01, 0.001, 0.01, 0.01, 0.01, 0.05, 0.05]","['pg', 'nt', 'pg', 'dep', 'pg', 'pg', 'dep', 'dep', 'dep', 'pg']","[121, 441, 61, 175, 126, 59, 398, 419, 352, 508]","[0, 2, 0, 1, 0, 0, 1, 1, 1, 0]","[28, 116, 11, 43, 30, 9, 105, 110, 92, 136]","[1.0, 1.0, 1.0, 0.09909909909909911, 0.09954977488744372, 1.0, 0.17808219178082196, 0.01408450704225352, 0.6245306633291615, 0.23857868020304568]","[[0.001, 1.0, 0.1, 0.01, 0.001, 0.01, 0.01, 0.01, 0.05, 0.05], [0, 2, 0, 1, 0, 0, 1, 1, 1, 0], [1.0, 1.0, 1.0, 0.09909909909909911, 0.09954977488744372, 1.0, 0.17808219178082196, 0.01408450704225352, 0.6245306633291615, 0.23857868020304568]]"
AO882,"[7921, 6549, 83623, 62444, 14286, 460, 9261, 14057, 14514, 7654]","[1.0, 0.1, 0.001, 0.001, 0.01, 0.1, 0.1, 0.01, 0.1, 0.1]","['nt', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep']","[441, 321, 493, 282, 103, 220, 527, 98, 114, 391]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[116, 81, 132, 73, 24, 52, 140, 23, 25, 104]","[1.0, 0.6648344282075345, 1.0, 1.0, 0.09909909909909911, 0.09090909090909093, 1.0, 1.0, 0.2184010719071014, 0.11616161616161615]","[[1.0, 0.1, 0.001, 0.001, 0.01, 0.1, 0.1, 0.01, 0.1, 0.1], [2, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1.0, 0.6648344282075345, 1.0, 1.0, 0.09909909909909911, 0.09090909090909093, 1.0, 1.0, 0.2184010719071014, 0.11616161616161615]]"
AO915,[5281167],[0.1],['pg'],[227],[0],[55],[1.0],"[[0.1], [0], [1.0]]"
AO919,"[7921, 114533, 62465, 15037, 8785]","[1.0, 0.1, 0.01, 0.01, 0.05]","['nt', 'pg', 'pg', 'dep', 'pg']","[441, 61, 285, 116, 508]","[2, 0, 0, 1, 0]","[116, 11, 74, 26, 136]","[1.0, 1.0, 0.04522613065326633, 0.0, 0.23857868020304568]","[[1.0, 0.1, 0.01, 0.01, 0.05], [2, 0, 0, 1, 0], [1.0, 1.0, 0.04522613065326633, 0.0, 0.23857868020304568]]"
AO984,"[7921, 7127, 62444, 439570, 7344]","[1.0, 0.2, 0.001, 0.1, 0.15]","['nt', 'pg', 'pg', 'pg', 'dep']","[441, 344, 282, 213, 370]","[2, 0, 0, 0, 1]","[116, 89, 73, 50, 98]","[1.0, 1.0, 1.0, 0.1596638655462185, 0.7435897435897435]","[[1.0, 0.2, 0.001, 0.1, 0.15], [2, 0, 0, 0, 1], [1.0, 1.0, 1.0, 0.1596638655462185, 0.7435897435897435]]"
AP029,"[12180, 7165, 10886, 8858, 7344]","[0.01, 0.01, 0.2, 0.01, 0.15]","['dep', 'pg', 'dep', 'dep', 'dep']","[78, 357, 38, 514, 370]","[1, 0, 1, 1, 1]","[16, 93, 5, 137, 98]","[0.041916167664670656, 0.16114790286975716, 1.0, 0.19913419913419914, 0.7435897435897435]","[[0.01, 0.01, 0.2, 0.01, 0.15], [1, 0, 1, 1, 1], [0.041916167664670656, 0.16114790286975716, 1.0, 0.19913419913419914, 0.7435897435897435]]"
AP048,"[61527, 9261, 11251, 14514, 8858]","[0.001, 0.1, 0.01, 0.1, 0.01]","['pg', 'pg', 'pg', 'pg', 'dep']","[264, 527, 59, 114, 514]","[0, 0, 0, 0, 1]","[67, 140, 9, 25, 137]","[0.0, 1.0, 1.0, 0.2184010719071014, 0.19913419913419914]","[[0.001, 0.1, 0.01, 0.1, 0.01], [0, 0, 0, 0, 1], [0.0, 1.0, 1.0, 0.2184010719071014, 0.19913419913419914]]"
AP067,"[3314, 7165, 11251, 31252, 6920]","[0.1, 0.01, 0.01, 0.01, 0.07]","['dep', 'pg', 'pg', 'pg', 'pg']","[200, 357, 59, 163, 334]","[1, 0, 0, 0, 0]","[48, 93, 9, 41, 85]","[0.48717948717948717, 0.16114790286975716, 1.0, 0.00900900900900901, 0.17613636363636367]","[[0.1, 0.01, 0.01, 0.01, 0.07], [1, 0, 0, 0, 0], [0.48717948717948717, 0.16114790286975716, 1.0, 0.00900900900900901, 0.17613636363636367]]"
AP145,"[114533, 439570, 9261, 11251, 14514]","[0.1, 0.1, 0.1, 0.01, 0.1]","['pg', 'pg', 'pg', 'pg', 'pg']","[61, 213, 527, 59, 114]","[0, 0, 0, 0, 0]","[11, 50, 140, 9, 25]","[1.0, 0.1596638655462185, 1.0, 1.0, 0.2184010719071014]","[[0.1, 0.1, 0.1, 0.01, 0.1], [0, 0, 0, 0, 0], [1.0, 0.1596638655462185, 1.0, 1.0, 0.2184010719071014]]"
AP146,"[62444, 7410, 7765, 18635, 7144, 7165, 9589, 5324978, 78944, 7749]","[0.001, 0.01, 0.001, 0.001, 0.01, 0.01, 0.2, 0.3, 0.1, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep']","[282, 381, 411, 126, 345, 357, 530, 243, 431, 398]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[73, 100, 107, 30, 90, 93, 143, 60, 112, 105]","[1.0, 0.03225806451612903, 0.0015052684395383843, 0.09954977488744372, 1.0, 0.16114790286975716, 1.0, 1.0, 1.0, 0.17808219178082196]","[[0.001, 0.01, 0.001, 0.001, 0.01, 0.01, 0.2, 0.3, 0.1, 0.01], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1.0, 0.03225806451612903, 0.0015052684395383843, 0.09954977488744372, 1.0, 0.16114790286975716, 1.0, 1.0, 1.0, 0.17808219178082196]]"
AP154,"[3314, 9589, 31252, 8892, 12367]","[0.1, 0.2, 0.01, 0.04, 0.1]","['dep', 'pg', 'pg', 'pg', 'dep']","[200, 530, 163, 520, 88]","[1, 0, 0, 0, 1]","[48, 143, 41, 138, 19]","[0.48717948717948717, 1.0, 0.00900900900900901, 0.03323262839879154, 0.46666666666666673]","[[0.1, 0.2, 0.01, 0.04, 0.1], [1, 0, 0, 0, 1], [0.48717948717948717, 1.0, 0.00900900900900901, 0.03323262839879154, 0.46666666666666673]]"
AP164,"[7762, 326, 8858, 7344, 8785]","[0.01, 0.1, 0.01, 0.15, 0.05]","['pg', 'pg', 'dep', 'dep', 'pg']","[405, 193, 514, 370, 508]","[0, 0, 1, 1, 0]","[106, 47, 137, 98, 136]","[0.09274193548387095, 0.332220367278798, 0.19913419913419914, 0.7435897435897435, 0.23857868020304568]","[[0.01, 0.1, 0.01, 0.15, 0.05], [0, 0, 1, 1, 0], [0.09274193548387095, 0.332220367278798, 0.19913419913419914, 0.7435897435897435, 0.23857868020304568]]"
AP177,"[62444, 7410, 62465, 9261, 7150]","[0.001, 0.01, 0.01, 0.1, 0.05]","['pg', 'pg', 'pg', 'pg', 'dep']","[282, 381, 285, 527, 352]","[0, 0, 0, 0, 1]","[73, 100, 74, 140, 92]","[1.0, 0.03225806451612903, 0.04522613065326633, 1.0, 0.6245306633291615]","[[0.001, 0.01, 0.01, 0.1, 0.05], [0, 0, 0, 0, 1], [1.0, 0.03225806451612903, 0.04522613065326633, 1.0, 0.6245306633291615]]"
AP182,"[91497, 62444, 31265, 7410, 18635, 7144, 7165, 7749, 12367, 8785]","[1.0, 0.001, 0.01, 0.01, 0.001, 0.01, 0.01, 0.01, 0.1, 0.05]","['nt', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'dep', 'dep', 'pg']","[526, 282, 175, 381, 126, 345, 357, 398, 88, 508]","[2, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[139, 73, 43, 100, 30, 90, 93, 105, 19, 136]","[1.0, 1.0, 0.09909909909909911, 0.03225806451612903, 0.09954977488744372, 1.0, 0.16114790286975716, 0.17808219178082196, 0.46666666666666673, 0.23857868020304568]","[[1.0, 0.001, 0.01, 0.01, 0.001, 0.01, 0.01, 0.01, 0.1, 0.05], [2, 0, 1, 0, 0, 0, 0, 1, 1, 0], [1.0, 1.0, 0.09909909909909911, 0.03225806451612903, 0.09954977488744372, 1.0, 0.16114790286975716, 0.17808219178082196, 0.46666666666666673, 0.23857868020304568]]"
AP257,"[76322, 114533, 3314, 5362720, 11552, 62465, 61527, 7222, 7335, 15037]","[0.1, 0.1, 0.1, 0.015, 0.01, 0.01, 0.001, 0.1, 0.1, 0.01]","['pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep']","[388, 61, 200, 244, 65, 285, 264, 360, 364, 116]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[103, 11, 48, 61, 12, 74, 67, 94, 96, 26]","[1.0, 1.0, 0.48717948717948717, 0.3622448979591837, 0.09547738693467335, 0.04522613065326633, 0.0, 1.0, 1.0, 0.0]","[[0.1, 0.1, 0.1, 0.015, 0.01, 0.01, 0.001, 0.1, 0.1, 0.01], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1], [1.0, 1.0, 0.48717948717948717, 0.3622448979591837, 0.09547738693467335, 0.04522613065326633, 0.0, 1.0, 1.0, 0.0]]"
AP258,"[7921, 14286, 7144, 7749, 8785]","[1.0, 0.001, 0.01, 0.01, 0.05]","['nt', 'pg', 'pg', 'dep', 'pg']","[441, 100, 345, 398, 508]","[2, 0, 0, 1, 0]","[116, 24, 90, 105, 136]","[1.0, 0.009009009009009009, 1.0, 0.17808219178082196, 0.23857868020304568]","[[1.0, 0.001, 0.01, 0.01, 0.05], [2, 0, 0, 1, 0], [1.0, 0.009009009009009009, 1.0, 0.17808219178082196, 0.23857868020304568]]"
AP275,"[5362720, 31252, 6920, 7888, 7150]","[0.015, 0.01, 0.07, 0.5, 0.05]","['pg', 'pg', 'pg', 'dep', 'dep']","[244, 163, 334, 429, 352]","[0, 0, 0, 1, 1]","[61, 41, 85, 111, 92]","[0.3622448979591837, 0.00900900900900901, 0.17613636363636367, 0.8245614035087719, 0.6245306633291615]","[[0.015, 0.01, 0.07, 0.5, 0.05], [0, 0, 0, 1, 1], [0.3622448979591837, 0.00900900900900901, 0.17613636363636367, 0.8245614035087719, 0.6245306633291615]]"
AP283,"[7165, 9589, 31252, 7888, 5281515]","[0.01, 0.2, 0.01, 0.5, 0.3]","['pg', 'pg', 'pg', 'dep', 'dep']","[357, 530, 163, 429, 237]","[0, 0, 0, 1, 1]","[93, 143, 41, 111, 57]","[0.16114790286975716, 1.0, 0.00900900900900901, 0.8245614035087719, 0.7435897435897435]","[[0.01, 0.2, 0.01, 0.5, 0.3], [0, 0, 0, 1, 1], [0.16114790286975716, 1.0, 0.00900900900900901, 0.8245614035087719, 0.7435897435897435]]"
AP320,"[11552, 460, 6920, 7793, 61918]","[0.01, 0.1, 0.07, 0.01, 0.05]","['pg', 'pg', 'pg', 'dep', 'pg']","[65, 220, 334, 419, 279]","[0, 0, 0, 1, 0]","[12, 52, 85, 110, 71]","[0.09547738693467335, 0.09090909090909093, 0.17613636363636367, 0.01408450704225352, 0.23076923076923078]","[[0.01, 0.1, 0.07, 0.01, 0.05], [0, 0, 0, 1, 0], [0.09547738693467335, 0.09090909090909093, 0.17613636363636367, 0.01408450704225352, 0.23076923076923078]]"
AP325,"[439570, 9261, 15651, 4133, 14514]","[0.1, 0.1, 1.0, 0.01, 0.1]","['pg', 'pg', 'nt', 'paraffin oil', 'pg']","[213, 527, 120, 204, 114]","[0, 0, 2, 3, 0]","[50, 140, 27, 49, 25]","[0.1596638655462185, 1.0, 1.0, 0.04522613065326633, 0.2184010719071014]","[[0.1, 0.1, 1.0, 0.01, 0.1], [0, 0, 2, 3, 0], [0.1596638655462185, 1.0, 1.0, 0.04522613065326633, 0.2184010719071014]]"
AP340,"[6549, 114533, 12180, 5362720, 325, 9589, 14057, 10400, 7888, 8785]","[0.1, 0.1, 0.01, 0.015, 0.2, 0.2, 0.01, 0.03, 0.5, 0.05]","['pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'paraffin oil', 'dep', 'pg']","[321, 61, 78, 244, 184, 530, 98, 16, 429, 508]","[0, 0, 1, 0, 0, 0, 0, 3, 1, 0]","[81, 11, 16, 61, 45, 143, 23, 1, 111, 136]","[0.6648344282075345, 1.0, 0.041916167664670656, 0.3622448979591837, 1.0, 1.0, 1.0, 0.14572864321608037, 0.8245614035087719, 0.23857868020304568]","[[0.1, 0.1, 0.01, 0.015, 0.2, 0.2, 0.01, 0.03, 0.5, 0.05], [0, 0, 1, 0, 0, 0, 0, 3, 1, 0], [0.6648344282075345, 1.0, 0.041916167664670656, 0.3622448979591837, 1.0, 1.0, 1.0, 0.14572864321608037, 0.8245614035087719, 0.23857868020304568]]"
AP385,"[7127, 62444, 31265, 18635, 9589, 78944, 6920, 7749, 12367, 8785]","[0.2, 0.001, 0.01, 0.001, 0.2, 0.1, 0.07, 0.01, 0.1, 0.05]","['pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'dep', 'dep', 'pg']","[344, 282, 175, 126, 530, 431, 334, 398, 88, 508]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[89, 73, 43, 30, 143, 112, 85, 105, 19, 136]","[1.0, 1.0, 0.09909909909909911, 0.09954977488744372, 1.0, 1.0, 0.17613636363636367, 0.17808219178082196, 0.46666666666666673, 0.23857868020304568]","[[0.2, 0.001, 0.01, 0.001, 0.2, 0.1, 0.07, 0.01, 0.1, 0.05], [0, 0, 1, 0, 0, 0, 0, 1, 1, 0], [1.0, 1.0, 0.09909909909909911, 0.09954977488744372, 1.0, 1.0, 0.17613636363636367, 0.17808219178082196, 0.46666666666666673, 0.23857868020304568]]"
AP397,"[7762, 31265, 460, 7144, 7165, 79104, 10890, 8892, 7749, 7793]","[0.01, 0.01, 0.1, 0.01, 0.01, 0.3, 0.05, 0.04, 0.01, 0.01]","['pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'paraffin oil', 'pg', 'dep', 'dep']","[405, 175, 220, 345, 357, 433, 45, 520, 398, 419]","[0, 1, 0, 0, 0, 0, 3, 0, 1, 1]","[106, 43, 52, 90, 93, 114, 6, 138, 105, 110]","[0.09274193548387095, 0.09909909909909911, 0.09090909090909093, 1.0, 0.16114790286975716, 1.0, 0.07964601769911506, 0.03323262839879154, 0.17808219178082196, 0.01408450704225352]","[[0.01, 0.01, 0.1, 0.01, 0.01, 0.3, 0.05, 0.04, 0.01, 0.01], [0, 1, 0, 0, 0, 0, 3, 0, 1, 1], [0.09274193548387095, 0.09909909909909911, 0.09090909090909093, 1.0, 0.16114790286975716, 1.0, 0.07964601769911506, 0.03323262839879154, 0.17808219178082196, 0.01408450704225352]]"
AP399,"[12180, 7165, 326, 8892, 7344]","[0.01, 0.01, 0.1, 0.04, 0.15]","['dep', 'pg', 'pg', 'pg', 'dep']","[78, 357, 193, 520, 370]","[1, 0, 0, 0, 1]","[16, 93, 47, 138, 98]","[0.041916167664670656, 0.16114790286975716, 0.332220367278798, 0.03323262839879154, 0.7435897435897435]","[[0.01, 0.01, 0.1, 0.04, 0.15], [1, 0, 0, 0, 1], [0.041916167664670656, 0.16114790286975716, 0.332220367278798, 0.03323262839879154, 0.7435897435897435]]"
AP431,"[16590, 31265, 14057, 6920, 7150]","[0.001, 0.01, 0.01, 0.07, 0.05]","['pg', 'dep', 'pg', 'pg', 'dep']","[121, 175, 98, 334, 352]","[0, 1, 0, 0, 1]","[28, 43, 23, 85, 92]","[1.0, 0.09909909909909911, 1.0, 0.17613636363636367, 0.6245306633291615]","[[0.001, 0.01, 0.01, 0.07, 0.05], [0, 1, 0, 0, 1], [1.0, 0.09909909909909911, 1.0, 0.17613636363636367, 0.6245306633291615]]"
AP432,"[16590, 76322, 6989, 11552, 62465, 7222, 9261, 31252, 15037, 7793]","[0.001, 0.1, 0.2, 0.01, 0.01, 0.1, 0.1, 0.01, 0.01, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'dep']","[121, 388, 339, 65, 285, 360, 527, 163, 116, 419]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[28, 103, 86, 12, 74, 94, 140, 41, 26, 110]","[1.0, 1.0, 1.0, 0.09547738693467335, 0.04522613065326633, 1.0, 1.0, 0.00900900900900901, 0.0, 0.01408450704225352]","[[0.001, 0.1, 0.2, 0.01, 0.01, 0.1, 0.1, 0.01, 0.01, 0.01], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1.0, 1.0, 1.0, 0.09547738693467335, 0.04522613065326633, 1.0, 1.0, 0.00900900900900901, 0.0, 0.01408450704225352]]"
AP447,"[76322, 114533, 7335, 15651, 14514]","[0.1, 0.1, 0.1, 1.0, 0.1]","['pg', 'pg', 'pg', 'nt', 'pg']","[388, 61, 364, 120, 114]","[0, 0, 0, 2, 0]","[103, 11, 96, 27, 25]","[1.0, 1.0, 1.0, 1.0, 0.2184010719071014]","[[0.1, 0.1, 0.1, 1.0, 0.1], [0, 0, 0, 2, 0], [1.0, 1.0, 1.0, 1.0, 0.2184010719071014]]"
AP450,"[31265, 14286, 79104, 9589, 7749]","[0.01, 0.001, 0.3, 0.2, 0.01]","['dep', 'pg', 'pg', 'pg', 'dep']","[175, 100, 433, 530, 398]","[1, 0, 0, 0, 1]","[43, 24, 114, 143, 105]","[0.09909909909909911, 0.009009009009009009, 1.0, 1.0, 0.17808219178082196]","[[0.01, 0.001, 0.3, 0.2, 0.01], [1, 0, 0, 0, 1], [0.09909909909909911, 0.009009009009009009, 1.0, 1.0, 0.17808219178082196]]"
AP477,"[11552, 79104, 10400, 4133, 7888]","[0.01, 0.3, 0.03, 0.01, 0.5]","['pg', 'pg', 'paraffin oil', 'paraffin oil', 'dep']","[65, 433, 16, 204, 429]","[0, 0, 3, 3, 1]","[12, 114, 1, 49, 111]","[0.09547738693467335, 1.0, 0.14572864321608037, 0.04522613065326633, 0.8245614035087719]","[[0.01, 0.3, 0.03, 0.01, 0.5], [0, 0, 3, 3, 1], [0.09547738693467335, 1.0, 0.14572864321608037, 0.04522613065326633, 0.8245614035087719]]"
AP521,"[6549, 114533, 12180, 3314, 5362720, 61527, 10400, 7749, 8785, 61918]","[0.1, 0.1, 0.01, 0.1, 0.015, 0.001, 0.03, 0.01, 0.05, 0.05]","['pg', 'pg', 'dep', 'dep', 'pg', 'pg', 'paraffin oil', 'dep', 'pg', 'pg']","[321, 61, 78, 200, 244, 264, 16, 398, 508, 279]","[0, 0, 1, 1, 0, 0, 3, 1, 0, 0]","[81, 11, 16, 48, 61, 67, 1, 105, 136, 71]","[0.6648344282075345, 1.0, 0.041916167664670656, 0.48717948717948717, 0.3622448979591837, 0.0, 0.14572864321608037, 0.17808219178082196, 0.23857868020304568, 0.23076923076923078]","[[0.1, 0.1, 0.01, 0.1, 0.015, 0.001, 0.03, 0.01, 0.05, 0.05], [0, 0, 1, 1, 0, 0, 3, 1, 0, 0], [0.6648344282075345, 1.0, 0.041916167664670656, 0.48717948717948717, 0.3622448979591837, 0.0, 0.14572864321608037, 0.17808219178082196, 0.23857868020304568, 0.23076923076923078]]"
AP524,"[16590, 7762, 31265, 11552, 460, 7144, 7165, 5324978, 7222, 7793]","[0.001, 0.01, 0.01, 0.01, 0.1, 0.01, 0.01, 0.3, 0.1, 0.01]","['pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep']","[121, 405, 175, 65, 220, 345, 357, 243, 360, 419]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[28, 106, 43, 12, 52, 90, 93, 60, 94, 110]","[1.0, 0.09274193548387095, 0.09909909909909911, 0.09547738693467335, 0.09090909090909093, 1.0, 0.16114790286975716, 1.0, 1.0, 0.01408450704225352]","[[0.001, 0.01, 0.01, 0.01, 0.1, 0.01, 0.01, 0.3, 0.1, 0.01], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1], [1.0, 0.09274193548387095, 0.09909909909909911, 0.09547738693467335, 0.09090909090909093, 1.0, 0.16114790286975716, 1.0, 1.0, 0.01408450704225352]]"
